actual_fare,predicted_fare,residual,absolute_residual
13.0,32.68046239549575,-19.680462395495752,19.680462395495752
18.75,58.325149859829835,-39.575149859829835,39.575149859829835
26.0,41.57634208075254,-15.57634208075254,15.57634208075254
69.3,72.96256840284153,-3.6625684028415293,3.6625684028415293
6.45,-4.599395516883789,11.049395516883788,11.049395516883788
36.75,57.442135714251535,-20.692135714251535,20.692135714251535
15.85,16.966761494532406,-1.1167614945324065,1.1167614945324065
23.0,73.63267401907132,-50.63267401907132,50.63267401907132
7.8958,-1.950353080148858,9.84615308014886,9.84615308014886
7.925,-1.0673389345705573,8.992338934570558,8.992338934570558
57.0,80.79883111340436,-23.79883111340436,23.79883111340436
13.0,34.358189272094535,-21.358189272094535,21.358189272094535
57.0,78.3263915057851,-21.326391505785097,21.326391505785097
7.8958,-3.7163813713054736,11.612181371305475,11.612181371305475
512.3292,71.01993728256926,441.3092627174308,441.3092627174308
11.5,61.39313618426981,-49.89313618426981,49.89313618426981
7.2292,-1.1556403491283902,8.384840349128389,8.384840349128389
57.9792,86.53252525783692,-28.553325257836924,28.553325257836924
13.0,35.32950483223067,-22.32950483223067,22.32950483223067
59.4,74.26452643612488,-14.864526436124883,14.864526436124883
46.9,57.483363847145235,-10.583363847145236,10.583363847145236
26.0,43.42477398464057,-17.424773984640566,17.424773984640566
15.2458,20.162277801871994,-4.916477801871995,4.916477801871995
512.3292,71.01993728256926,441.3092627174308,441.3092627174308
9.35,-0.8907361054548915,10.240736105454891,10.240736105454891
8.6625,-0.007721959876590745,8.67022195987659,8.67022195987659
9.5,0.16888086923907508,9.331119130760925,9.331119130760925
20.575,29.317163928975845,-8.742163928975845,8.742163928975845
14.4542,7.033828019665762,7.420371980334238,7.420371980334238
8.6625,-3.7163813713054736,12.378881371305473,12.378881371305473
9.825,5.885909630413963,3.9390903695860366,3.9390903695860366
34.375,38.91945493069528,-4.544454930695281,4.544454930695281
26.3875,70.8433344534536,-44.45583445345359,44.45583445345359
7.125,-3.1865728839584904,10.31157288395849,10.31157288395849
7.925,9.660307271316569,-1.735307271316569,1.735307271316569
17.4,3.236867193679032,14.163132806320966,14.163132806320966
26.0,40.69332793517424,-14.693327935174239,14.693327935174239
35.5,67.31127787114036,-31.811277871140362,31.811277871140362
33.5,66.42826372556206,-32.92826372556206,32.92826372556206
7.75,-6.0122181498090725,13.762218149809073,13.762218149809073
20.525,25.719369117188904,-5.194369117188906,5.194369117188906
7.925,-0.537530447223574,8.462530447223575,8.462530447223575
120.0,101.75764580434699,18.242354195653007,18.242354195653007
14.0,30.56122844610782,-16.56122844610782,16.56122844610782
79.65,86.77486631642631,-7.124866316426306,7.124866316426306
10.5,34.97629917399935,-24.47629917399935,24.47629917399935
32.5,52.85046215724434,-20.350462157244337,20.350462157244337
34.375,36.80022098130735,-2.4252209813073478,2.4252209813073478
0.0,70.13692313699096,-70.13692313699096,70.13692313699096
39.6,75.32414341081885,-35.72414341081885,35.72414341081885
53.1,77.26677453109113,-24.16677453109113,24.16677453109113
13.0,35.859313319577666,-22.859313319577666,22.859313319577666
53.1,79.03280282224773,-25.93280282224773,25.93280282224773
22.525,-1.950353080148858,24.475353080148857,24.475353080148857
7.05,-1.4205445928018747,8.470544592801875,8.470544592801875
10.5,30.031419958760836,-19.531419958760836,19.531419958760836
47.1,72.25615708637889,-25.15615708637889,25.15615708637889
31.3875,53.179157718895645,-21.791657718895646,21.791657718895646
7.8542,5.002895484835648,2.851304515164352,2.851304515164352
10.5,29.14840581318252,-18.64840581318252,18.64840581318252
26.55,66.95807221290904,-40.40807221290905,40.40807221290905
7.7417,-1.4205445928018747,9.162244592801875,9.162244592801875
26.25,50.90783103697206,-24.657831036972063,24.657831036972063
8.6625,-0.007721959876590745,8.67022195987659,8.67022195987659
10.5,36.74232746515597,-26.242327465155967,26.242327465155967
25.5875,68.90070333318133,-43.31320333318133,43.31320333318133
12.475,14.09204338246579,-1.6170433824657895,1.6170433824657895
55.0,85.47290828314296,-30.472908283142957,30.472908283142957
7.925,-2.4801615674958413,10.405161567495842,10.405161567495842
5.0,71.37314294080059,-66.37314294080059,66.37314294080059
8.6625,-0.007721959876590745,8.67022195987659,8.67022195987659
80.0,66.2516608964464,13.748339103553604,13.748339103553604
20.25,18.92605799806236,1.3239420019376382,1.3239420019376382
4.0125,-0.537530447223574,4.550030447223574,4.550030447223574
6.975,-4.952601175115106,11.927601175115106,11.927601175115106
7.925,6.062512459529614,1.8624875404703856,1.8624875404703856
10.5,36.74232746515597,-26.242327465155967,26.242327465155967
7.75,-0.18432478899224236,7.934324788992242,7.934324788992242
7.75,-2.3918601529380226,10.141860152938023,10.141860152938023
120.0,106.17271653223852,13.827283467761475,13.827283467761475
31.275,51.766335085970354,-20.491335085970356,20.491335085970356
52.0,78.3263915057851,-26.326391505785097,26.326391505785097
9.475,2.530455877216383,6.944544122783617,6.944544122783617
10.1708,-0.3609276181079082,10.531727618107908,10.531727618107908
7.8958,-1.4205445928018747,9.316344592801876,9.316344592801876
8.6625,-0.537530447223574,9.200030447223574,9.200030447223574
31.275,52.11954074420167,-20.844540744201673,20.844540744201673
7.75,-4.157888444094624,11.907888444094624,11.907888444094624
7.65,-0.3609276181079082,8.010927618107909,8.010927618107909
73.5,36.38912180692465,37.11087819307535,37.11087819307535
26.55,69.25390899141264,-42.703908991412646,42.703908991412646
